license_num,status,license_type,issued,expires,business_name,dba_name,comments,location_comments,applicant,manager,day_phone,evening_phone,address,city,state,zip,gpsx,gpsy
CAL-132559,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"ROCCO'S CUCINA AND BAR, INC.",Rocco's Cucina and Bar,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Rocco Zagarella,Rocco Zagarella,(617)981-0301,,450-454   Commercial ST,Boston,MA,02109,776869.816991225,2959196.78142385
CAL-132562,Active,Non-Live Entertainment,2014-09-12,2023-12-31,El Pelon Taqueria Corp.,El Pelon Taqueria,,"2197 Commonwealth Avenue, Boston, MA 02135",James Hoben,James Hoben,6177799060,5083605362,2197-  Commonwealth AVE,Brighton,MA,02135,746330.354160751,2949189.68750566
CAL-132563,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Petit Robert Bistro, Inc.",Petit Robert Bistro,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,LOIC LE GARREC,LOIC LE GARREC,(000)000-0000,,480-   Columbus AVE,Roxbury,MA,02118,770087.658872917,2950241.05664751
CAL-132564,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Bento Express, Inc.",Fins Sushi & Grill,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Xue Yuan Zheng,Xue Yuan Zheng,(617)669-5420,,62-   Boylston ST,Boston,MA,02116,773914.913340479,2953594.79949863
CAL-132565,Active,Non-Live Entertainment,2014-09-12,2023-12-31,ZAZ,ZAZ,1 Entertainment is not permitted outside 2 Noise levels shall adhere to Boston Ordinance Sound may exceed 70 dB any time 50 between 11pm 7am,,Olrie Roberts,Olrie Roberts,(617)792-4939,,1230-1240   River ST,Hyde Park,MA,02136,758230.098733872,2918462.29600991
CAL-132568,Active,Night Club,2014-09-12,2023-12-31,"Who's On First, Inc.",The Bullpen,1 CAPACITY ESTABLISHMENT IS 325 PERSONS 2 INSTRUMENTAL VOCAL MUSIC LIMITED TO 6 PERFORMERS 3 FLOOR SHOW DANCE PERFORMENCES ONLY ON SATURDAYS 4 ENTERTAINMENT NOT PERMITTED OUTSIDE 5 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE SOUND EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Robert A Paratore,Robert A Paratore,,,19-23  Jersey ST,Boston,MA,02215,764613.001309872,2951406.33671969
CAL-132572,Active,Night Club,2014-09-12,2023-12-31,"UVM, Inc.",Biddy Early's,1 INSTRUMENTAL VOCAL MUSIC MUST NOT EXCEED THREE 3 PERFORMERS 2 THURSDAY FRIDAY SATURDAY LIVE ENTERTAINMENT UNTIL 00 M IS PERMITTED OUTSIDE 4 ALL WINDOWS DOORS BE CLOSED DURING 5 SOUND TO 70 DECIBELS ANY TIME 50 BETWEEN 11 P 7 PER CITY BOSTON S NOISE ORDINANCE,,Mary Varden,Mary Varden,(617)654-9944,,141-143   Pearl ST,Boston,MA,02110,776788.599935159,2954575.39101955
CAL-132573,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Café Lil Italy,Café Lil Italy,,,Cheryl Cervasio,Cheryl Cervasio,,,178-   Salem ST,Boston,MA,02113,776484.897534877,2958903.22507158
CAL-132575,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Air Ventures, LLC",Peet's Coffee & Tea,,"200 Terminal B, Logan Airport, Space BAA34, Boston, MA 02128",David Doward,David Doward,(617)567-3387,,200     Logan Airport Terminal B  ,East Boston,MA,02128,0,0
CAL-132577,Active,Live Entertainment,2014-09-12,2023-12-31,Berkeley Place Restaurant,Grill 23 & Bar,1 INSTRUMENTAL VOCAL MUSIC IS NOT TO EXCEED THREE 3 INSTRUMENTS 2 CAPACITY PREMISES 540 PERSONS WITH 250 ALLOWED ON FIRST FLOOR 290 SECOND 4 ALL WINDOWS DOORS MUST BE CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED 5 SOUND 70 DECIBELS ANY TIME 50 BETWEEN P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Michael Seznec,Michael Seznec,(781)307-7730,,161-  Berkeley St,Boston,MA,02116,771886.523563257,2952641.80643312
CAL-132578,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Pace Management Group, LLC",Pauli's,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Paul Barker,Paul Barker,(978)395-5716,,65-   Salem ST,Boston,MA,02113,776188.392926589,2957717.28286247
CAL-132581,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Limoncello Corp.,Limoncello Ristorante,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Maurizio Badolato,Maurizio Badolato,,,190-   North ST,Boston,MA,02113,776711.999999076,2957760.00001451
CAL-132583,Active,Non-Live Entertainment,2014-09-12,2023-12-31,City Road House Inc.,Harry's Bar & Grill,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Douglas Bacon,Douglas Bacon,(617)254-5151,,1430-   Commonwealth AVE,Allston,MA,02135,753592.000009552,2952470.00000958
CAL-132585,Active,Night Club,2014-09-12,2023-12-31,Hampshire House Corporation,75 on Liberty Wharf,1 INSTRUMENTAL VOCAL MUSIC IS NOT TO EXCEED 3 INSTRUMENTALISTS VOCALIST 2 DOORS WINDOWS MUST BE KEPT CLOSED WHILE LIVE ENTERTAINMENT ONGOING PREVENT EMANATION NOISE LICENSEE MAY OPERATE WITH CATEGORY DISC JOCKEY ONLY OPERATED PRIVATE FUNCTIONS 4 SOUND 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S ORDINANCE,,Thomas Kershaw,Thomas Kershaw,(617)227-9600,,220     Northern AVE,Boston,MA,02210,780813.56953603,2952579.1259391
CAL-132586,Active,Night Club,2014-09-12,2023-12-31,"Hotel Lenox of Boston, L.L.C..",Lenox Hotel,1 INSTRUMENTAL MUSIC IS NOT TO EXCEED EIGHT 8 INSTRUMENTS 2 CAPACITY HOTEL 280 PERSONS 3 PUB 64 4 GRILL 46 5 FUNCTION ROOM 65 6 BANQUET HALL 350 WITH SEATS OR 184 BANQUETS 7 ALL WINDOWS DOORS MUST BE CLOSED WHEN LIVE ENTERTAINMENT BEGINS NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED,,Gary Saunders,Gary Saunders,,,710-710   Boylston ST,Boston,MA,02116,769775.999992624,2952580.00000969
CAL-132587,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Boston Palm Corporation,The Palm Restaurant,1 LICENSEE MAY FEATURE TWO TELEVISIONS ON OUTDOOR PATIO UNTIL 2 00AM SOUND MUST ONLY BE AUDIBLE TO PERSONS ENTERTAINMENT IS NOT EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,"One International Place, Boston, MA 02110",Ryan Origliosso,Ryan Origliosso,,,1     International PL,Boston,MA,02110,0,0
CAL-132588,Active,Live Entertainment,2014-09-12,2023-12-31,Triple Eight Management Corp.,Golden Leaf,1 CAPACITY ESTABLISHMENT IS 156 PERSONS ON FIRST FLOOR 144 SECOND SEPARATE CAPACITIES MUST BE MAINTAINED FOUR ROOMS WITH 44 ALLOWED BALCONY 40 IN ROOM 20 B C 2 KARAOKE MAY OFFERED TO PUBLIC 3 ALL WINDOWS DOORS CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED,,Ping Hong Chen,Ping Hong Chen,(857)445-6656,,20-  Hudson ST,Boston,MA,02111,775104.405593518,2953029.10739529
CAL-132589,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Lambrian, Inc.",Cappy's,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,, Pseudoikonomon, Pseudoikonomon,(617)247-8801,,82-   Westland AVE,Boston,MA,02115,767119.99999015,2950550.00000779
CAL-132590,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"111 Salem Group, Inc.",Beneventos,1 HOURS OPERATION SUNDAY THURSDAY 11 00 AM PM FRIDAY SATURDAY 12 2 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 3 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 4 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN P M 7 PER CITY BOSTON S NOISE ORDINANCE,,JOSEPH BONO,JOSEPH BONO,(617)523-0990,,111-111A   Salem ST,Boston,MA,02113,776332.431582734,2958082.46299082
CAL-132591,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Spagnuolo Cafe,Spagnuolo Cafe,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Clotilde Spagnuolo Iandol,Clotilde Spagnuolo Iandol,,,240-242   Hanover ST,Boston,MA,02113,776385.470782786,2957758.39697452
CAL-132592,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Sevens Ale House, Inc.",Sevens Ale House,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 7 00 AM 11 PM PER CITY BOSTON S NOISE ORDINANCE,,JOHN D KILEY,JOHN D KILEY,(617)523-9074,,77-77H   Charles ST,Boston,MA,02114,772289.673818961,2955899.74193278
CAL-132594,Active,Live Entertainment,2014-09-12,2023-12-31,"Coney Island Bar, Inc.",Corrib Pub,1 CAPACITY PREMISES IS 180 PERSONS 2 ALL ENTERTAINMENT TO CEASE 00 AM 3 INSTRUMENTAL VOCAL MUSIC NOT EXCEED 4 PERFORMERS THERE BE NO DANCING ESTABLISHMENT 5 FLOORSHOW 6 WINDOWS DOORS MUST CLOSED WHEN LIVE BEGINS OR LATER THAN 11 PM UNLESS OTHERWISE RESTRICTED PERMITTED OUTSIDE SOUND 70 DECIBELS ANY TIME 50 BETWEEN 7 M P,,John Bligh,John Bligh,(617)877-0717,,396-   Market ST,Brighton,MA,02135,750028.467750236,2952723.53140183
CAL-132595,Active,Live Entertainment,2014-09-12,2023-12-31,"1732 Centre Street, Inc.",West,1 INSTRUMENTAL VOCAL MUSIC IS NOT TO EXCEED THREE 3 PERFORMERS 2 CEASE 00 AM MAY ONLY TAKE PLACE ON FIRST FLOOR DANCING PATRONS ALLOWED 4 TRIVIA SUNDAY NIGHTS 5 ALL WINDOWS DOORS MUST BE CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 PM UNLESS OTHERWISE RESTRICTED 6 SOUND 70 DECIBELS ANY TIME 50 BETWEEN P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Joseph Greene,Joseph Greene,(617)323-4199,(617)524-4394,1724-1734   Centre ST,West Roxbury,MA,02132,750962.005191103,2929821.18434049
CAL-132596,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Gourmet China, Inc.",China Gourmet,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,"23 Tyler Street, Boston, MA 02111",Xian Rong Zeng,Xian Rong Zeng,(617)482-9888,,23-  Tyler ST,Boston,MA,02111,774843.414568977,2953137.97604129
CAL-132597,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Taqueria El Carrizal, Inc.",Taqueria El Carrizal,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Tito Nieves,Tito Nieves,,,254-   Brighton AVE,Allston,MA,02134,754381.000010282,2953960.00001097
CAL-132600,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Prezza Inc.,Prezza,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Anthony Caturano,Anthony Caturano,(617)242-6742,,24     Fleet ST,Boston,MA,02113,777034.321215376,2958231.90433495
CAL-132601,Active,Live Entertainment,2014-09-12,2023-12-31,"The Twelve Bens, Inc.",Twelve Bens,1 CAPACITY FIRST FLOOR IS 145 PERSONS 2 SECOND 140 3 ALL LIVE ENTERTAINMENT MUST CEASE 00 AM TELEVISION GAMES CASSETTE CD PLAYER RADIO JUKEBOX VCR MAY BE OPERATED UNTIL 4 THERE TO NO SHOW ESTABLISHMENT 5 INSTRUMENTAL MUSIC NOT EXCEED FIVE INSTRUMENTS 6 WINDOWS DOORS CLOSED WHEN BEGINS OR LATER THAN 11 PM UNLESS OTHERWISE RESTRICTED 7 PERMITTED OUTSIDE 70 DECIBELS ANY TIME 50 BETWEEN P M PER CITY BOSTON S NOISE ORDIANCE,,GABRIEL MANNION,GABRIEL MANNION,(617)265-6727,,315-   Adams ST,Dorchester,MA,02122,775856.999998286,2934149.99999252
CAL-132602,Active,Night Club,2014-09-12,2023-12-31,"Johnnie's on the Side, LLC",West End Johnnie's,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 5 PERFORMERS 2 ON WEDNESDAY EVENINGS ONLY LICENSEE ALLOWED OFFER 10 PIECE ORCHESTRA 3 FLOOR SHOW ONE COMEDIAN 4 ALL WINDOWS DOORS MUST BE CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED SOUND NOT EXCEED 70 DECIBELS ANY TIME 50 BETWEEN P M 7 PER CITY BOSTON S NOISE ORDINANCE,,John Caron,John Caron,(617)645-1356,,138-   Portland ST,Boston,MA,02114,774730.999997243,2957840.00001459
CAL-132604,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Starbucks Coffee Inc.,Starbucks Coffee #7823,1 No entertainment permitted outside 2 Noise levels shall not exceed 70 dB any time may 50 between 11pm 7am per Boston Ordinance,,Mary Her,Mary Her,(206)318-8705,,470     Washington ST,Brighton,MA,02135,748200.184196532,2952278.84957741
CAL-132605,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"South Boston Candlepins, Inc.",South Boston Candlepins,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,John Tunney,John Tunney,(617)268-3117,,541- E Broadway ,South Boston,MA,02127,779909.25866731,2947555.859375
CAL-132606,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Dermot's LLC,The Penguin,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Dermot Doyne,Dermot Doyne,(781)964-1498,,735-   Huntington AVE,Boston,MA,02115,762837.999986157,2947020.00000452
CAL-132610,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Los Arrieros Restaurant,Los Arrieros Restaurant,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Edgar Ospina,Edgar Ospina,(617)561-6622,,13-15   Meridian ST,East Boston,MA,02128,780808.5618269,2960413.43953699
CAL-132611,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Le, LLC",Pho Le,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Tran Le,Tran Le,(617)780-5973,,1356-   Dorchester AVE,Dorchester,MA,02122,775471.999997929,2936259.99999449
CAL-132617,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Tasty Burger Corporation,Tasty Burger,1 WIDESCREEN TELEVISIONS ALLOWED TO OPERATE DAILY UNTIL 00 M WHILE CASSETTE COMPACT DISC PLAYER JUKEBOX 2 CAPACITY PREMISES INDOORS IS 47 PEOPLE 3 OUTDOOR PATIO AREA 30 4 TRIVIA WILL BE HELD SUNDAY THRU WEDNESDAY EVENINGS FROM 9 P 11 5 NOT WHEN EVENTS BEING FENWAY PARK I E CONCERTS RED SOX GAMES ETC 6 ENTERTAINMENT SOUND EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 7 PER CITY BOSTON S NOISE ORDINANCE,,Philip Audino,Philip Audino,(617)304-2943,,1301-1305   Boylston ST,Boston,MA,02215,764764.029811949,2950909.28077613
CAL-132618,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Thornton Companies, Inc.",Thornton's Fenway Grille,<P>&nbsp;</P>,,Martin Thornton,Martin Thornton,,,100-   Peterborough ST,Boston,MA,02215,764477.999987692,2950270.00000754
CAL-132622,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Beacon Fine Dining, Inc.",Harvard Gardens,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Michael Minchoff,Michael Minchoff,(617)872-8881,,310-320   Cambridge ST,Boston,MA,02114,772649.645627305,2956846.36529367
CAL-132623,Active,Night Club,2014-09-12,2023-12-31,BHC Corporation,Club Cafe/Club Cabaret,1 INSTRUMENTAL VOCAL MUSIC IS NOT TO EXCEED FIVE 5 PERFORMERS 2 DANCING PATRONS ALLOWED ON THURSDAYS FRIDAYS SATURDAYS UNTIL 00 AM SUNDAYS FROM PM 10 3 MAY ONLY TAKE PLACE IN CABARET AREA 4 FLOOR SHOW RESTRICTED COMEDIAN DANCE TROUPE ALL WINDOWS DOORS MUST BE CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR NO LATER THAN 11 UNLESS OTHERWISE 6 NOISE LEVELS SHALL 70 DB ANY TIME 50 BETWEEN 11PM 7AM PER BOSTON ORDINANCE,,Frank Ribaudo,Frank Ribaudo,,,209-  Columbus Av,Boston,MA,02116,771785.568107526,2952333.66314462
CAL-132624,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Starbucks Coffee Company,Starbucks Coffee #801,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,"One Charles Street, Boston, MA 02108",Mary Her,Mary Her,(603)505-5633,,1     Charles ST,Boston/Beacon Hill,MA,02108,0,0
CAL-132625,Active,Night Club,2014-09-12,2023-12-31,Hampshire House Corp.,Hampshire House,1 INSTRUMENTAL MUSIC IS NOT TO EXCEED FIVE 5 PERFORMERS 2 ENTERTAINMENT PERMITTED OUTSIDE 3 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 4 SOUND 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Thomas Kershaw,Thomas Kershaw,(617)227-9600,,84-   Beacon ST,Boston,MA,02108,772039.999994725,2955040.00001198
CAL-132627,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Red Rockets, LLC",The Delux,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,LAURA HAFNER,LAURA HAFNER,,,100-98   Chandler ST,Boston,MA,02116,771630.486330345,2951495.07319267
CAL-132628,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Kelley Square Pub, Inc.",Kelley Square Pub,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,John Mastrangelo,John Mastrangelo,,,84-86   Bennington ST,East Boston,MA,02128,781641.000003681,2962469.9999869
CAL-132629,Active,Live Entertainment,2014-09-12,2023-12-31,"Dunboy, Inc.",M.J. O'Connor's,1 INSTRUMENTAL VOCAL MUSIC MUST NOT EXCEED FIVE 5 PERFORMERS 2 LIVE BE AMPLIFIED 3 IRISH SESSIONS PERFORMANCES WILL ALLOWED ON SUNDAY TUESDAY WEDNESDAY NIGHTS WITH NO MORE THAT FIFTEEN 15 4 ENTERTAINMENT SOUND IS TO 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Thomas Shea,Thomas Shea,(617)789-4111,(617)248-8800,27-   Columbus AVE,Boston,MA,02116,772683.999995336,2953280.00001034
CAL-132630,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Yamato, Inc.",Yamato,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Yao Chen,Yao Chen,,,117-  Chiswick RD,Brighton,MA,02135,750310.868055556,2949365.00868056
CAL-132632,Active,Night Club,2014-09-12,2023-12-31,"Stretford End, Inc",Brighton Music Hall,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 10 PERFORMERS 2 THERE BE NO FLOOR SHOW 3 LICENSEE MUST ADHERE ALL RULES REGULATIONS REQUIREMENTS DIRECTIVES PERTAINING AGE CONCERTS IN ENTERTAINMENT ESTABLISHMENTS PURSUANT APPENDIX C MAYOR S LICENSING DIVISION 4 NOT PERMITTED OUTSIDE 5 WINDOWS DOORS CLOSED DURING LIVE 6 EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON NOISE ORDIANCE,,Patrick Declan Mehigan,Patrick Declan Mehigan,(617)778-0088,,154-162A   Brighton AVE,Allston,MA,02134,755499.045835331,2953822.96823485
CAL-132634,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"J.J. Donovan, Inc.",J.J. Donovan,1 CAPACITY BASEMENT IS 42 PERSONS 2 FIRST FLOOR 38 3 OUTDOOR SPEAKERS PERMITTED SOUND NOT TO EXCEED 50 DECIBELS BEFORE 7 00 M AFTER 11 00P 70 CONSIDERED TOO MUCH ANY TIME PER BOSTON NOISE ORDINANCE 4 ENTERTAINMENT INSIDE BETWEEN P CITY S,,Deborah G Holt,Deborah G Holt,,,27-28  Clinton ST,Boston,MA,02109,776452.394511161,2956706.91445149
CAL-132635,Active,Live Entertainment,2014-09-12,2023-12-31,Alasty Corp.,Napper Tandy's,1 LIVE ENTERTAINMENT ONLY PERMITTED ON THURSDAY EVENINGS 2 ALL OTHER REQUEST SHALL BE DONE THROUGH ONE TIME LICENSE PROCESS 3 IS NOT OUTSIDE 4 WINDOWS DOORS MUST CLOSED DURING 5 SOUND TO EXCEED 70 DECIBELS ANY 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,John Jacob,John Jacob,(781)414-9454,,4187-4195   Washington ST,Roslindale,MA,02131,756986.935980707,2929971.99842064
CAL-132637,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Newbury Fine Dining Limited,Sonsie,1 CAPACITY FIRST FLOOR IS 149 PERSONS 2 LOWER LEVEL 83 3 ENTERTAINMENT NOT PERMITTED OUTSIDE 4 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Matthew Soutra,Matthew Soutra,,,327-   Newbury ST,Boston,MA,02115,768005.99999097,2952400.00000952
CAL-132639,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"F & H, Inc.",Mi Pueblito Restaurant,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDIANCE,,Ferdy L Argueta,Ferdy L Argueta,,,333-333   Border ST,East Boston,MA,02128,780484.000002593,2963479.99998784
CAL-132640,Active,Live Entertainment,2014-09-12,2023-12-31,"RAGLIN ROAD, INC.",The Merchant,1 INSTRUMENTAL MUSIC IS NOT TO EXCEED 4 INSTRUMENTS VOCAL VOCALISTS 2 LIVE ENTERTAINMENT MAY ONLY BE FEATURED ON LOWER LEVEL PRIVATE FUNCTION EVENTS WHICH HAVE BEEN APPROVED LICENSING DIVISION VIA ONE TIME LICENSE PROCESS 3 IN ORDER PREVENT NOISE DISTURBANCE NEARBY OFFICES ESTABLISHMENT BEGIN UNTIL AFTER 10 00P M MONDAYS THROUGH FRIDAYS WHENEVER OCCURING ALL DOORS WINDOWS MUST CLOSED 11 5 PERMITTED OUTSIDE 6 DURING 7 70 DECIBELS ANY 50 BETWEEN P PER CITY BOSTON S ORDINANCE,,FRANCIS DELANEY,FRANCIS DELANEY,,,60-   Franklin ST,Boston,MA,02110,775532.309469983,2954980.65697193
CAL-132642,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Tony's Place,Tony's Place,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Elio Imbornone,Elio Imbornone,(617)323-3550,(617)323-3550,186-192   Baker ST,West Roxbury,MA,02132,746219.358658686,2925781.09016073
CAL-132644,Active,Non-Live Entertainment,2014-09-12,2023-12-31,British Airways PLC,British Airways (Compass Groups USA),,"500 Terminal E- Logan Airport, East Boston, MA 02128",Maggie Lawler,Maggie Lawler,(978)518-0984,(978)518-0984,1     Harborside DR,East Boston,MA,02128,784350.154589238,2957811.76847637
CAL-132645,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Sofi's Restaurant Group LLC,Sophia's Grotto,1 Background music permitted on patio from 11 00a m until midnight must be volumelevels so as to considered called directed sound only audible persons 2 Entertainment is not exceed 70 decibels any time 50 between 00 p 7 per city Boston Noise Ordinance,"18c Corinth Street, Roslindale, MA 02131",Joseph Garufi,Joseph Garufi,(617)947-9407,(617)947-9407,18C-  Corinth ST,Roslindale,MA,02131,756237.588780016,2929681.57269236
